"Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,ESG_Score,Renewable_Energy_Percent,Ethical_Sourcing_Score,Circularity_Index,Employee_Welfare_Score"
"BRAND-4625,Brand_4625,Brazil,2022,B,Recycled Polyester,No,274.33,3557935.95,18616.98,Yes,9,316.8,Declining,B Corp,53.59,53.52,67.42,100.0,89.58"
"BRAND-4626,Brand_4626,USA,2020,B,Recycled Polyester,No,175.73,3720294.01,62724.86,No,6,442.66,Declining,GOTS,61.8,56.05,68.29,53.75,61.22"
"BRAND-4627,Brand_4627,USA,2021,B,Hemp,Yes,326.78,738735.07,11403.38,No,16,443.92,Growing,GOTS,74.77,12.86,99.02,74.88,61.53"
"BRAND-4628,Brand_4628,India,2022,A,Bamboo Fabric,Yes,194.65,2690131.14,86457.74,No,20,378.49,Declining,Fair Trade,100.0,46.37,86.03,58.51,43.22"
"BRAND-4629,Brand_4629,Brazil,2010,B,Hemp,Yes,150.95,2025023.05,18519.84,No,12,414.83,Growing,,59.05,28.61,84.23,15.31,88.82"
"BRAND-4630,Brand_4630,Italy,2014,A,Organic Cotton,No,482.27,4942463.31,12260.05,No,19,429.73,Growing,,100.0,54.19,41.6,85.65,72.2"
"BRAND-4631,Brand_4631,Brazil,2010,A,Tencel,Yes,74.64,3206617.4,23626.43,Yes,1,338.26,Stable,Fair Trade,100.0,46.69,58.18,63.02,81.99"
"BRAND-4632,Brand_4632,China,2017,A,Hemp,No,4.49,3480629.39,42641.07,No,5,217.73,Declining,B Corp,70.54,90.83,91.4,52.57,31.72"
"BRAND-4633,Brand_4633,UK,2015,B,Recycled Polyester,No,351.63,4640729.56,36377.29,No,6,401.52,Growing,OEKO-TEX,67.53,68.17,48.92,90.2,81.22"
"BRAND-4634,Brand_4634,UK,2012,B,Recycled Polyester,Yes,208.14,2164206.57,57121.1,No,18,72.04,Declining,GOTS,61.62,54.26,71.51,48.07,59.34"
"BRAND-4635,Brand_4635,USA,2018,B,Bamboo Fabric,No,24.15,3102475.47,67937.97,Yes,19,255.18,Declining,,70.98,42.13,50.83,52.11,77.93"
"BRAND-4636,Brand_4636,Australia,2014,B,Tencel,No,390.79,3820901.97,12875.55,No,9,406.1,Declining,GOTS,50.9,84.87,52.63,48.1,76.86"
"BRAND-4637,Brand_4637,France,2016,A,Vegan Leather,No,459.19,2094836.65,46385.75,Yes,18,71.6,Growing,,70.86,47.34,100.0,76.53,67.65"
"BRAND-4638,Brand_4638,Australia,2012,A,Vegan Leather,Yes,300.46,2457323.4,37693.64,No,5,56.3,Growing,OEKO-TEX,94.45,55.3,82.95,71.28,56.15"
"BRAND-4639,Brand_4639,Germany,2012,B,Vegan Leather,No,250.0,371964.33,8005.99,Yes,8,436.51,Declining,GOTS,62.83,48.93,87.7,60.57,74.78"
"BRAND-4640,Brand_4640,India,2023,B,Hemp,Yes,314.26,1386226.85,51121.57,No,3,198.01,Growing,,68.39,39.11,84.11,33.96,53.79"
"BRAND-4641,Brand_4641,Australia,2024,B,Vegan Leather,Yes,380.4,4877844.7,54427.74,No,12,349.37,Growing,GOTS,46.48,48.8,67.49,47.6,85.86"
"BRAND-4642,Brand_4642,USA,2020,C,Tencel,Yes,19.53,3391525.13,31417.57,No,17,380.71,Declining,Fair Trade,77.61,4.84,57.55,33.96,55.73"
"BRAND-4643,Brand_4643,India,2020,B,Hemp,No,73.52,2981141.93,92507.75,Yes,10,67.09,Stable,OEKO-TEX,75.97,13.95,62.76,78.21,68.39"
"BRAND-4644,Brand_4644,Australia,2018,B,Tencel,Yes,75.54,4741121.61,80067.41,Yes,9,107.48,Declining,OEKO-TEX,72.96,55.69,66.55,23.51,55.32"
"BRAND-4645,Brand_4645,Brazil,2010,A,Bamboo Fabric,No,241.73,2618237.59,4608.4,Yes,2,325.66,Growing,,68.75,82.5,100.0,86.89,70.7"
"BRAND-4646,Brand_4646,Japan,2013,B,Tencel,Yes,48.28,4596980.98,46873.02,No,16,221.84,Growing,,67.61,55.66,45.95,80.75,50.46"
"BRAND-4647,Brand_4647,Italy,2021,B,Hemp,Yes,380.08,4913690.84,3816.04,No,14,189.93,Stable,Fair Trade,79.53,32.15,60.03,36.63,54.24"
"BRAND-4648,Brand_4648,USA,2021,B,Bamboo Fabric,Yes,445.71,2497422.61,41609.9,No,15,430.81,Growing,GOTS,71.57,16.26,53.57,46.67,100.0"
"BRAND-4649,Brand_4649,France,2012,A,Vegan Leather,Yes,294.56,3944027.19,19238.66,No,5,138.8,Stable,OEKO-TEX,76.72,65.26,89.02,40.75,82.35"
"BRAND-4650,Brand_4650,China,2012,A,Tencel,Yes,411.04,1378315.05,84499.82,No,13,210.7,Growing,GOTS,75.22,35.52,100.0,63.6,74.28"
"BRAND-4651,Brand_4651,Germany,2020,A,Recycled Polyester,Yes,247.62,2336739.8,86780.26,Yes,13,127.43,Declining,B Corp,88.85,62.15,75.56,83.25,76.74"
"BRAND-4652,Brand_4652,Australia,2011,A,Tencel,No,325.06,4568775.46,56004.31,Yes,8,293.13,Stable,GOTS,82.15,56.58,77.04,78.71,73.2"
"BRAND-4653,Brand_4653,India,2018,B,Tencel,No,452.34,3572478.4,87100.36,No,15,298.24,Growing,B Corp,74.89,58.52,71.64,46.34,66.49"
"BRAND-4654,Brand_4654,Germany,2010,A,Vegan Leather,Yes,292.61,2930186.73,75647.35,No,6,128.24,Growing,GOTS,94.78,48.74,77.87,80.1,80.86"
"BRAND-4655,Brand_4655,USA,2012,A,Vegan Leather,No,176.49,3141967.43,45383.72,Yes,14,164.09,Stable,,78.3,56.44,83.92,78.44,53.94"
"BRAND-4656,Brand_4656,France,2022,A,Organic Cotton,No,460.58,2828848.26,44200.72,No,16,31.46,Growing,B Corp,91.57,45.37,77.66,51.22,95.12"
"BRAND-4657,Brand_4657,Japan,2024,B,Tencel,Yes,79.77,2505097.77,83611.85,Yes,18,25.06,Stable,Fair Trade,81.1,34.02,78.98,54.81,70.05"
"BRAND-4658,Brand_4658,France,2014,B,Recycled Polyester,No,218.4,1015550.17,88085.5,No,18,254.21,Growing,,44.37,26.8,83.96,85.83,81.63"
"BRAND-4659,Brand_4659,UK,2016,B,Bamboo Fabric,Yes,121.5,4767357.72,63871.61,Yes,15,283.19,Declining,B Corp,91.57,0.0,37.99,76.17,94.75"
"BRAND-4660,Brand_4660,USA,2015,B,Tencel,Yes,305.04,4424438.12,70099.15,Yes,4,150.07,Growing,Fair Trade,74.03,44.02,70.04,79.5,76.35"
"BRAND-4661,Brand_4661,Italy,2020,A,Hemp,Yes,93.18,136105.58,76170.81,No,19,349.65,Declining,Fair Trade,71.22,81.43,75.49,100.0,54.22"
"BRAND-4662,Brand_4662,France,2016,A,Vegan Leather,No,174.51,2402270.09,39942.38,Yes,10,426.5,Declining,,76.22,64.06,77.49,65.95,88.73"
"BRAND-4663,Brand_4663,Japan,2020,B,Organic Cotton,No,20.03,3581422.12,81901.61,No,10,430.79,Declining,,66.83,53.01,66.92,61.51,96.84"
"BRAND-4664,Brand_4664,China,2014,B,Organic Cotton,No,299.01,2639770.22,5304.69,Yes,1,118.6,Declining,,75.41,31.85,72.89,82.16,34.91"
"BRAND-4665,Brand_4665,Brazil,2024,B,Organic Cotton,No,375.98,4904330.8,46051.33,No,18,194.81,Declining,GOTS,63.12,69.94,57.04,94.76,66.27"
"BRAND-4666,Brand_4666,Italy,2016,B,Organic Cotton,Yes,289.24,4665107.62,92802.96,Yes,14,435.63,Declining,Fair Trade,91.11,45.38,38.05,42.77,72.95"
"BRAND-4667,Brand_4667,China,2021,A,Vegan Leather,No,213.44,2408856.82,79918.33,Yes,15,488.64,Declining,,70.3,82.65,87.7,50.96,63.51"
"BRAND-4668,Brand_4668,Germany,2016,C,Bamboo Fabric,No,348.94,4198996.33,19041.41,No,20,387.88,Growing,GOTS,66.26,26.42,49.58,34.63,46.82"
"BRAND-4669,Brand_4669,Australia,2022,B,Bamboo Fabric,Yes,223.63,214569.65,94292.2,Yes,13,384.85,Stable,Fair Trade,58.13,31.5,67.11,61.85,52.99"
"BRAND-4670,Brand_4670,Australia,2023,B,Organic Cotton,Yes,204.7,3515436.93,78414.31,Yes,4,431.79,Stable,GOTS,76.03,29.36,56.52,72.79,36.56"
"BRAND-4671,Brand_4671,Brazil,2019,B,Recycled Polyester,No,275.08,3817220.85,32228.71,Yes,19,378.1,Declining,GOTS,74.81,15.39,98.57,36.02,84.24"
"BRAND-4672,Brand_4672,Germany,2015,B,Organic Cotton,No,144.76,2151290.55,15483.67,Yes,7,37.77,Declining,B Corp,77.83,27.39,68.57,77.68,91.35"
"BRAND-4673,Brand_4673,India,2010,B,Organic Cotton,Yes,483.95,2808603.9,54503.98,No,10,219.04,Growing,Fair Trade,56.59,50.27,64.41,45.93,91.11"
"BRAND-4674,Brand_4674,France,2016,B,Bamboo Fabric,No,417.59,4827080.69,19624.41,No,13,382.44,Growing,OEKO-TEX,47.98,32.33,83.46,44.3,67.5"
"BRAND-4675,Brand_4675,Australia,2019,B,Organic Cotton,No,113.87,3243829.58,9231.96,Yes,11,249.53,Growing,OEKO-TEX,81.38,0.0,100.0,77.6,72.62"
"BRAND-4676,Brand_4676,UK,2019,A,Tencel,No,477.62,2796546.4,38434.39,No,12,23.45,Declining,Fair Trade,94.27,71.63,77.3,42.5,86.19"
"BRAND-4677,Brand_4677,Germany,2017,C,Recycled Polyester,Yes,209.39,1205127.71,82967.33,Yes,11,362.51,Declining,OEKO-TEX,56.6,10.95,63.21,26.93,64.04"
"BRAND-4678,Brand_4678,USA,2016,A,Organic Cotton,No,272.41,437549.97,96421.52,Yes,15,127.06,Stable,B Corp,95.84,60.96,82.54,69.87,51.86"
"BRAND-4679,Brand_4679,Brazil,2013,B,Vegan Leather,No,297.34,1758183.49,25786.87,Yes,7,390.15,Growing,B Corp,76.26,48.69,41.69,52.37,58.3"
"BRAND-4680,Brand_4680,Japan,2016,A,Hemp,No,126.4,2444015.25,2264.05,Yes,14,276.19,Declining,,71.89,94.58,70.84,78.96,70.98"
"BRAND-4681,Brand_4681,USA,2018,A,Hemp,Yes,219.46,4454287.92,22504.51,Yes,2,462.51,Declining,B Corp,66.04,69.93,100.0,71.66,55.87"
"BRAND-4682,Brand_4682,Italy,2012,C,Tencel,Yes,479.58,3738772.89,38663.41,No,2,457.71,Declining,OEKO-TEX,51.23,36.9,72.84,20.03,76.05"
"BRAND-4683,Brand_4683,USA,2012,B,Bamboo Fabric,Yes,144.56,3178149.08,43751.99,No,13,426.54,Stable,,86.82,32.55,71.94,81.31,44.96"
"BRAND-4684,Brand_4684,China,2021,A,Bamboo Fabric,Yes,250.4,4297061.61,6194.58,Yes,15,419.4,Declining,B Corp,60.37,81.06,70.37,92.99,63.87"
"BRAND-4685,Brand_4685,France,2022,B,Bamboo Fabric,Yes,42.73,2039902.11,1930.21,No,1,373.98,Declining,OEKO-TEX,60.3,15.53,62.88,75.67,74.89"
"BRAND-4686,Brand_4686,Australia,2022,A,Vegan Leather,No,225.28,2772097.0,89589.56,No,5,79.59,Growing,Fair Trade,86.88,52.2,75.66,76.48,70.25"
"BRAND-4687,Brand_4687,France,2013,B,Recycled Polyester,Yes,317.75,743753.73,65008.97,Yes,20,161.76,Stable,GOTS,43.76,45.12,83.95,50.05,55.5"
"BRAND-4688,Brand_4688,Italy,2019,C,Hemp,No,460.45,598014.48,69620.17,Yes,10,104.85,Stable,Fair Trade,49.15,40.45,64.03,45.47,80.5"
"BRAND-4689,Brand_4689,Australia,2010,B,Vegan Leather,Yes,426.71,2565155.25,41201.06,Yes,9,114.89,Stable,,71.73,55.78,25.17,59.25,72.46"
"BRAND-4690,Brand_4690,UK,2014,B,Tencel,No,407.15,4221460.01,37715.2,Yes,3,47.91,Declining,,76.4,52.17,78.38,73.4,32.49"
"BRAND-4691,Brand_4691,Brazil,2010,A,Recycled Polyester,Yes,382.61,2268583.69,37646.22,No,16,160.84,Growing,OEKO-TEX,79.27,58.06,100.0,72.89,75.74"
"BRAND-4692,Brand_4692,Japan,2018,B,Tencel,No,178.11,3160824.19,63419.12,No,10,469.82,Stable,,67.47,51.06,63.23,46.24,60.82"
"BRAND-4693,Brand_4693,Germany,2010,B,Vegan Leather,No,341.3,1524891.21,56883.83,No,16,96.16,Declining,,100.0,57.19,43.52,44.22,59.08"
"BRAND-4694,Brand_4694,Australia,2017,B,Hemp,No,217.8,4049270.54,89931.89,Yes,17,149.6,Stable,Fair Trade,68.58,50.05,82.19,25.2,53.89"
"BRAND-4695,Brand_4695,Brazil,2010,B,Tencel,Yes,300.35,3845403.88,86809.36,No,3,460.3,Stable,Fair Trade,68.54,33.49,100.0,67.94,50.95"
"BRAND-4696,Brand_4696,Japan,2019,B,Recycled Polyester,No,52.57,2215542.5,56086.65,No,2,320.26,Declining,B Corp,60.05,48.09,79.53,47.2,71.51"
"BRAND-4697,Brand_4697,Brazil,2011,B,Organic Cotton,Yes,28.16,581773.03,17039.16,Yes,5,407.55,Growing,,73.86,32.28,100.0,48.98,77.28"
"BRAND-4698,Brand_4698,China,2013,A,Recycled Polyester,Yes,227.94,3299143.98,23820.72,No,11,168.52,Stable,Fair Trade,81.22,30.83,84.29,89.56,70.6"
"BRAND-4699,Brand_4699,UK,2014,A,Vegan Leather,Yes,162.74,846457.74,19900.82,No,20,111.03,Stable,OEKO-TEX,90.05,40.6,82.72,66.97,84.14"
"BRAND-4700,Brand_4700,Japan,2021,B,Tencel,Yes,432.69,4493553.96,9344.25,No,20,37.74,Declining,Fair Trade,49.66,45.37,60.68,61.46,77.88"
"BRAND-4701,Brand_4701,Italy,2012,B,Hemp,No,58.79,4535684.61,96644.18,No,19,64.25,Stable,Fair Trade,68.31,48.77,75.14,71.6,33.88"
"BRAND-4702,Brand_4702,Germany,2024,A,Vegan Leather,Yes,409.3,1268846.67,76135.3,Yes,7,197.45,Growing,OEKO-TEX,78.7,68.16,69.47,83.41,52.42"
"BRAND-4703,Brand_4703,USA,2022,B,Organic Cotton,No,461.93,1135552.3,1164.33,No,11,221.87,Stable,,80.81,37.03,68.85,22.65,88.2"
"BRAND-4704,Brand_4704,Italy,2011,B,Recycled Polyester,No,275.71,77504.91,64816.44,No,4,453.16,Declining,B Corp,72.1,52.33,65.43,43.69,46.42"
"BRAND-4705,Brand_4705,India,2010,B,Tencel,No,234.33,535495.78,63504.8,Yes,1,441.5,Stable,,80.14,50.6,74.06,50.36,21.5"
"BRAND-4706,Brand_4706,China,2018,C,Organic Cotton,Yes,349.16,3644603.34,73322.91,Yes,8,73.78,Declining,OEKO-TEX,59.87,34.61,46.67,35.43,99.13"
"BRAND-4707,Brand_4707,UK,2021,A,Vegan Leather,Yes,472.63,1910587.41,45307.64,No,2,51.28,Growing,GOTS,95.37,49.62,84.61,49.7,73.04"
"BRAND-4708,Brand_4708,Germany,2022,B,Hemp,No,41.3,1823704.21,29024.05,No,4,82.22,Stable,B Corp,86.89,70.06,54.2,23.98,56.39"
"BRAND-4709,Brand_4709,Germany,2022,B,Organic Cotton,No,181.97,1927098.68,86165.48,Yes,4,123.96,Stable,OEKO-TEX,51.83,52.1,65.5,73.44,53.58"
"BRAND-4710,Brand_4710,Italy,2018,B,Hemp,No,466.03,648754.54,49276.33,No,11,116.42,Growing,,55.87,52.98,75.95,44.65,78.7"
"BRAND-4711,Brand_4711,China,2013,C,Recycled Polyester,Yes,206.14,631120.03,75288.43,Yes,12,101.48,Declining,OEKO-TEX,56.3,32.48,53.31,59.02,76.13"
"BRAND-4712,Brand_4712,Italy,2022,B,Bamboo Fabric,No,456.4,740154.65,53968.31,No,12,499.0,Stable,OEKO-TEX,82.17,91.31,34.6,56.03,73.56"
"BRAND-4713,Brand_4713,China,2015,C,Vegan Leather,Yes,129.91,103659.9,96224.77,No,4,369.84,Stable,,52.73,33.74,63.11,66.15,64.79"
"BRAND-4714,Brand_4714,Australia,2020,D,Bamboo Fabric,Yes,23.25,691123.41,34974.7,No,12,382.04,Stable,B Corp,67.03,11.31,44.24,5.78,46.23"
"BRAND-4715,Brand_4715,Germany,2022,A,Bamboo Fabric,Yes,15.29,287594.93,2661.56,No,1,106.75,Stable,OEKO-TEX,78.82,66.92,82.82,64.01,67.39"
"BRAND-4716,Brand_4716,India,2013,B,Tencel,Yes,404.61,1317820.0,59260.52,Yes,11,426.07,Declining,,71.01,45.47,49.24,49.5,86.11"
"BRAND-4717,Brand_4717,Australia,2011,A,Tencel,Yes,353.82,730775.53,7726.3,Yes,6,367.25,Growing,OEKO-TEX,75.88,41.33,96.73,63.14,58.79"
"BRAND-4718,Brand_4718,France,2018,C,Recycled Polyester,Yes,377.48,3410748.58,75950.8,No,12,418.8,Growing,OEKO-TEX,56.01,36.0,69.9,31.41,78.22"
"BRAND-4719,Brand_4719,France,2021,A,Tencel,No,247.16,4615087.74,89071.46,Yes,19,450.66,Stable,B Corp,80.92,89.18,71.07,63.27,61.12"
"BRAND-4720,Brand_4720,Japan,2012,B,Tencel,Yes,456.98,2461185.58,51367.09,Yes,2,372.04,Stable,GOTS,62.8,55.8,34.35,80.97,81.62"
"BRAND-4721,Brand_4721,Australia,2010,B,Organic Cotton,Yes,267.77,4036351.08,94603.33,Yes,14,189.13,Stable,OEKO-TEX,67.13,60.09,72.61,58.8,51.34"
"BRAND-4722,Brand_4722,Italy,2012,B,Vegan Leather,No,161.72,1428790.18,66051.82,No,1,173.98,Stable,OEKO-TEX,75.57,51.58,68.56,40.66,68.23"
"BRAND-4723,Brand_4723,Germany,2019,B,Recycled Polyester,No,331.28,4403511.16,87001.68,No,9,203.43,Stable,GOTS,73.55,53.94,46.62,41.53,75.76"
"BRAND-4724,Brand_4724,China,2024,A,Tencel,Yes,277.28,345192.0,1900.48,Yes,14,291.51,Stable,OEKO-TEX,72.36,78.77,71.57,66.52,56.52"
"BRAND-4725,Brand_4725,France,2016,B,Recycled Polyester,No,220.15,3151603.09,50642.47,No,10,54.31,Stable,GOTS,60.74,42.48,62.84,66.39,74.16"
"BRAND-4726,Brand_4726,UK,2024,B,Hemp,No,66.71,3887735.33,58141.51,No,14,222.07,Growing,B Corp,67.51,15.95,66.1,62.13,67.5"
"BRAND-4727,Brand_4727,UK,2017,B,Recycled Polyester,Yes,230.37,1262740.16,10317.96,Yes,8,389.76,Stable,,72.03,67.1,70.47,54.25,67.25"
"BRAND-4728,Brand_4728,India,2020,B,Bamboo Fabric,No,407.29,3779426.55,56396.97,No,7,413.8,Growing,,51.37,58.93,61.51,59.06,56.48"
"BRAND-4729,Brand_4729,India,2011,B,Vegan Leather,Yes,305.82,3908653.45,29613.9,Yes,17,419.99,Stable,OEKO-TEX,65.06,50.38,74.44,53.7,84.95"
"BRAND-4730,Brand_4730,Japan,2020,B,Tencel,Yes,111.25,3319720.51,89761.9,Yes,1,171.22,Stable,Fair Trade,77.82,58.36,68.44,47.38,51.93"
"BRAND-4731,Brand_4731,China,2010,B,Recycled Polyester,No,460.63,4051187.83,22977.44,No,19,395.17,Declining,OEKO-TEX,52.84,39.84,78.51,70.15,72.76"
"BRAND-4732,Brand_4732,France,2024,B,Recycled Polyester,Yes,388.99,4055301.35,20959.74,No,3,394.22,Growing,GOTS,89.35,48.46,60.48,61.2,53.56"
"BRAND-4733,Brand_4733,India,2021,B,Tencel,Yes,350.06,82046.75,58548.3,Yes,4,36.83,Stable,Fair Trade,91.04,45.1,50.83,80.81,66.88"
"BRAND-4734,Brand_4734,France,2014,B,Recycled Polyester,No,131.92,440188.36,87140.58,No,6,483.82,Stable,OEKO-TEX,53.32,34.99,57.24,77.34,78.93"
"BRAND-4735,Brand_4735,Germany,2017,A,Tencel,Yes,468.91,4882986.51,99489.47,No,15,491.07,Growing,B Corp,92.36,74.16,95.97,60.55,63.09"
"BRAND-4736,Brand_4736,Australia,2012,B,Vegan Leather,No,315.19,1095409.63,91926.18,Yes,12,419.08,Growing,B Corp,69.85,16.93,87.21,66.91,15.7"
"BRAND-4737,Brand_4737,Italy,2023,A,Bamboo Fabric,No,125.7,1927231.84,86829.26,No,18,30.48,Declining,OEKO-TEX,78.28,99.94,91.84,35.86,45.14"
"BRAND-4738,Brand_4738,USA,2018,B,Organic Cotton,Yes,179.95,1158165.33,52000.94,Yes,10,303.12,Declining,GOTS,64.55,67.3,93.09,53.45,31.31"
"BRAND-4739,Brand_4739,Germany,2023,B,Vegan Leather,No,273.95,3504156.87,87222.19,Yes,13,235.72,Stable,GOTS,85.85,8.88,61.61,61.85,69.15"
"BRAND-4740,Brand_4740,UK,2020,B,Vegan Leather,No,422.44,3564724.81,18659.22,No,5,491.93,Declining,,78.09,43.07,75.32,23.35,67.91"
"BRAND-4741,Brand_4741,Australia,2015,B,Vegan Leather,Yes,272.63,4851694.06,52041.93,Yes,1,69.37,Growing,,59.79,44.29,71.37,63.59,62.04"
"BRAND-4742,Brand_4742,France,2018,B,Tencel,No,321.56,829796.58,25413.9,Yes,2,122.61,Declining,OEKO-TEX,54.52,56.62,81.87,35.82,57.35"
"BRAND-4743,Brand_4743,Germany,2011,C,Bamboo Fabric,No,241.95,2362691.48,76448.69,Yes,13,397.62,Growing,,50.1,26.23,64.79,38.01,71.76"
"BRAND-4744,Brand_4744,Japan,2024,B,Organic Cotton,No,332.06,3113929.29,61781.84,Yes,2,302.54,Stable,B Corp,74.82,48.7,71.67,44.41,43.4"
"BRAND-4745,Brand_4745,France,2010,B,Hemp,Yes,236.72,3408378.51,31634.25,No,7,61.32,Stable,,80.59,45.34,71.3,54.39,84.25"
"BRAND-4746,Brand_4746,Italy,2013,B,Hemp,Yes,69.84,4020499.28,81811.49,Yes,20,77.33,Declining,,81.76,31.77,79.58,28.44,69.28"
"BRAND-4747,Brand_4747,China,2019,B,Tencel,Yes,480.62,4394246.23,66280.73,No,11,98.39,Stable,OEKO-TEX,70.23,28.71,81.8,72.13,51.94"
"BRAND-4748,Brand_4748,Australia,2015,B,Recycled Polyester,No,319.86,4800297.13,55844.6,No,19,198.67,Growing,Fair Trade,54.65,68.21,71.69,58.55,60.89"
"BRAND-4749,Brand_4749,Brazil,2023,B,Vegan Leather,No,52.06,4268310.39,4245.56,No,13,199.18,Growing,B Corp,61.77,10.68,72.23,93.5,65.77"
"BRAND-4750,Brand_4750,India,2017,A,Hemp,Yes,270.35,3167263.61,20021.95,Yes,9,118.48,Stable,GOTS,89.29,58.51,74.07,61.0,44.53"
"BRAND-4751,Brand_4751,Germany,2011,A,Vegan Leather,Yes,326.21,2672092.51,40540.06,No,3,445.89,Growing,OEKO-TEX,64.73,65.55,99.64,66.42,79.4"
"BRAND-4752,Brand_4752,Brazil,2014,C,Vegan Leather,No,322.39,3257490.71,50444.63,No,2,65.39,Stable,GOTS,74.15,43.19,38.86,37.92,84.41"
"BRAND-4753,Brand_4753,Germany,2014,C,Tencel,Yes,246.06,1060382.83,72951.36,Yes,20,196.42,Growing,GOTS,55.87,49.15,52.55,31.36,70.0"
"BRAND-4754,Brand_4754,Italy,2014,A,Hemp,No,159.47,1014382.09,24107.61,Yes,9,322.27,Stable,OEKO-TEX,77.05,73.6,82.13,67.38,83.99"
"BRAND-4755,Brand_4755,India,2019,B,Organic Cotton,Yes,396.05,96949.03,67291.89,No,19,185.73,Declining,OEKO-TEX,65.13,32.49,74.86,33.13,100.0"
"BRAND-4756,Brand_4756,India,2016,B,Hemp,Yes,5.95,4356544.93,84343.4,Yes,16,95.79,Growing,GOTS,87.7,34.76,74.73,67.84,36.07"
"BRAND-4757,Brand_4757,USA,2011,A,Organic Cotton,No,430.69,790437.72,34473.74,Yes,15,71.36,Growing,,83.6,37.1,82.01,89.13,68.88"
"BRAND-4758,Brand_4758,China,2017,B,Recycled Polyester,No,197.66,2503874.8,57974.79,Yes,1,366.42,Declining,B Corp,64.56,73.64,73.85,73.92,45.17"
"BRAND-4759,Brand_4759,India,2020,A,Recycled Polyester,Yes,255.8,2178048.98,63857.69,Yes,1,272.52,Stable,,70.1,76.43,59.93,66.41,94.53"
"BRAND-4760,Brand_4760,Italy,2013,B,Organic Cotton,No,203.27,432005.37,97405.1,No,13,163.77,Declining,GOTS,63.73,17.29,81.32,60.39,72.19"
"BRAND-4761,Brand_4761,Australia,2022,B,Tencel,Yes,228.39,2747631.28,45423.28,Yes,3,491.08,Stable,,50.71,70.14,70.38,47.32,56.13"
"BRAND-4762,Brand_4762,USA,2016,B,Tencel,No,133.22,2975204.47,60735.3,No,7,465.44,Growing,OEKO-TEX,59.14,66.02,61.94,52.71,63.57"
"BRAND-4763,Brand_4763,Germany,2013,A,Organic Cotton,No,154.17,1878291.26,96452.67,Yes,11,56.72,Growing,GOTS,74.97,82.18,82.43,43.69,90.72"
"BRAND-4764,Brand_4764,Brazil,2024,B,Bamboo Fabric,Yes,441.66,1665042.83,37829.99,No,11,103.21,Stable,B Corp,76.88,56.47,81.72,28.69,75.69"
"BRAND-4765,Brand_4765,Brazil,2010,B,Recycled Polyester,No,350.02,2216040.02,19547.78,Yes,10,465.99,Declining,,74.23,47.03,73.87,55.71,77.84"
"BRAND-4766,Brand_4766,UK,2023,A,Tencel,Yes,284.41,3229595.44,52543.76,No,4,341.94,Stable,,67.47,73.19,100.0,77.16,93.3"
"BRAND-4767,Brand_4767,USA,2016,A,Vegan Leather,No,279.22,1962465.12,19604.53,Yes,3,255.1,Stable,B Corp,86.0,63.38,93.88,29.22,84.22"
"BRAND-4768,Brand_4768,India,2011,A,Vegan Leather,No,50.86,2308381.66,66509.11,Yes,1,426.15,Stable,GOTS,72.95,97.39,88.03,82.97,87.11"
"BRAND-4769,Brand_4769,USA,2023,A,Bamboo Fabric,Yes,116.6,4007723.96,84666.84,Yes,4,317.58,Declining,GOTS,82.55,69.09,100.0,79.34,65.85"
"BRAND-4770,Brand_4770,Brazil,2013,C,Vegan Leather,Yes,425.78,2376137.28,40046.12,No,6,132.66,Stable,,45.39,51.38,67.36,62.94,29.68"
"BRAND-4771,Brand_4771,USA,2022,C,Tencel,Yes,125.03,1525184.41,74501.92,Yes,10,275.55,Growing,,13.16,22.17,61.63,63.1,69.76"
"BRAND-4772,Brand_4772,China,2023,B,Recycled Polyester,Yes,201.39,4917136.76,17112.26,Yes,13,38.49,Stable,GOTS,76.26,35.22,85.49,51.28,56.7"
"BRAND-4773,Brand_4773,Germany,2022,C,Vegan Leather,Yes,44.96,1749003.56,7953.21,Yes,2,163.98,Stable,OEKO-TEX,50.63,16.41,65.45,55.84,81.41"
"BRAND-4774,Brand_4774,Italy,2017,B,Recycled Polyester,Yes,128.9,4810941.67,2866.83,No,9,465.74,Declining,OEKO-TEX,68.81,43.27,70.21,45.73,37.9"
"BRAND-4775,Brand_4775,Germany,2012,B,Tencel,No,66.49,2374575.52,82584.8,Yes,6,255.43,Growing,B Corp,67.47,68.37,52.25,55.63,82.08"
"BRAND-4776,Brand_4776,USA,2023,A,Recycled Polyester,Yes,141.81,233110.49,52582.0,Yes,8,392.04,Declining,,95.81,47.92,80.92,57.8,71.21"
"BRAND-4777,Brand_4777,India,2016,B,Recycled Polyester,Yes,391.23,3473508.48,34251.61,Yes,3,410.68,Stable,GOTS,78.0,70.48,43.52,92.62,74.01"
"BRAND-4778,Brand_4778,Germany,2013,B,Vegan Leather,Yes,116.9,3809773.7,73912.94,Yes,7,282.2,Stable,Fair Trade,74.49,55.43,68.26,66.31,78.52"
"BRAND-4779,Brand_4779,USA,2021,B,Organic Cotton,Yes,181.35,1969442.38,67289.47,Yes,13,363.21,Growing,B Corp,84.55,39.13,69.72,50.81,67.52"
